5.495000000000000000e+02,1.945500000000000000e+03,2.705500000000000000e+03,3.465500000000000000e+03,4.041500000000000000e+03
5.425000000000000000e+02,1.954500000000000000e+03,2.698500000000000000e+03,3.498500000000000000e+03,4.066500000000000000e+03
5.730000000000000000e+02,1.899500000000000000e+03,2.675500000000000000e+03,3.515500000000000000e+03,4.067500000000000000e+03
5.820000000000000000e+02,1.908500000000000000e+03,2.676500000000000000e+03,3.476500000000000000e+03,4.068500000000000000e+03
5.980000000000000000e+02,1.882500000000000000e+03,2.650500000000000000e+03,3.490500000000000000e+03,4.058500000000000000e+03
6.130000000000000000e+02,1.835500000000000000e+03,2.651500000000000000e+03,3.531500000000000000e+03,4.083500000000000000e+03
6.370000000000000000e+02,1.808500000000000000e+03,2.616500000000000000e+03,3.496500000000000000e+03,4.064500000000000000e+03
6.145000000000000000e+02,1.818500000000000000e+03,2.666500000000000000e+03,3.546500000000000000e+03,4.098500000000000000e+03
6.070000000000000000e+02,1.835500000000000000e+03,2.699500000000000000e+03,3.579500000000000000e+03,4.099500000000000000e+03
6.310000000000000000e+02,1.811500000000000000e+03,2.659500000000000000e+03,3.539500000000000000e+03,4.099500000000000000e+03
6.205000000000000000e+02,1.824500000000000000e+03,2.632500000000000000e+03,3.552500000000000000e+03,4.104500000000000000e+03
6.385000000000000000e+02,1.786500000000000000e+03,2.610500000000000000e+03,3.530500000000000000e+03,4.098500000000000000e+03
6.470000000000000000e+02,1.796500000000000000e+03,2.604500000000000000e+03,3.524500000000000000e+03,4.092500000000000000e+03
6.385000000000000000e+02,1.802500000000000000e+03,2.618500000000000000e+03,3.538500000000000000e+03,4.090500000000000000e+03
6.545000000000000000e+02,1.754500000000000000e+03,2.586500000000000000e+03,3.546500000000000000e+03,4.098500000000000000e+03
6.530000000000000000e+02,1.778500000000000000e+03,2.626500000000000000e+03,3.546500000000000000e+03,4.130500000000000000e+03
6.530000000000000000e+02,1.768500000000000000e+03,2.608500000000000000e+03,3.584500000000000000e+03,4.136500000000000000e+03
6.530000000000000000e+02,1.736500000000000000e+03,2.560500000000000000e+03,3.568500000000000000e+03,4.120500000000000000e+03
6.690000000000000000e+02,1.719500000000000000e+03,2.575500000000000000e+03,3.543500000000000000e+03,4.095500000000000000e+03
6.695000000000000000e+02,1.754500000000000000e+03,2.562500000000000000e+03,3.506500000000000000e+03,4.098500000000000000e+03
6.695000000000000000e+02,1.712500000000000000e+03,2.576500000000000000e+03,3.552500000000000000e+03,4.088500000000000000e+03
6.790000000000000000e+02,1.737500000000000000e+03,2.609500000000000000e+03,3.529500000000000000e+03,4.097500000000000000e+03
6.690000000000000000e+02,1.752500000000000000e+03,2.608500000000000000e+03,3.528500000000000000e+03,4.096500000000000000e+03
6.445000000000000000e+02,1.808500000000000000e+03,2.656500000000000000e+03,3.536500000000000000e+03,4.088500000000000000e+03
6.470000000000000000e+02,1.780500000000000000e+03,2.636500000000000000e+03,3.556500000000000000e+03,4.108500000000000000e+03
6.385000000000000000e+02,1.786500000000000000e+03,2.650500000000000000e+03,3.570500000000000000e+03,4.122500000000000000e+03
6.470000000000000000e+02,1.764500000000000000e+03,2.620500000000000000e+03,3.572500000000000000e+03,4.124500000000000000e+03
6.470000000000000000e+02,1.770500000000000000e+03,2.634500000000000000e+03,3.594500000000000000e+03,4.146500000000000000e+03
6.230000000000000000e+02,1.803500000000000000e+03,2.659500000000000000e+03,3.579500000000000000e+03,4.147500000000000000e+03
6.385000000000000000e+02,1.786500000000000000e+03,2.650500000000000000e+03,3.570500000000000000e+03,4.154500000000000000e+03
6.385000000000000000e+02,1.802500000000000000e+03,2.650500000000000000e+03,3.570500000000000000e+03,4.138500000000000000e+03
6.385000000000000000e+02,1.786500000000000000e+03,2.690500000000000000e+03,3.570500000000000000e+03,4.122500000000000000e+03
6.530000000000000000e+02,1.770500000000000000e+03,2.674500000000000000e+03,3.554500000000000000e+03,4.138500000000000000e+03
6.545000000000000000e+02,1.745500000000000000e+03,2.697500000000000000e+03,3.577500000000000000e+03,4.145500000000000000e+03
6.535000000000000000e+02,1.744500000000000000e+03,2.664500000000000000e+03,3.544500000000000000e+03,4.136500000000000000e+03
6.530000000000000000e+02,1.752500000000000000e+03,2.688500000000000000e+03,3.568500000000000000e+03,4.136500000000000000e+03
6.385000000000000000e+02,1.762500000000000000e+03,2.666500000000000000e+03,3.546500000000000000e+03,4.154500000000000000e+03
6.690000000000000000e+02,1.721500000000000000e+03,2.633500000000000000e+03,3.513500000000000000e+03,4.105500000000000000e+03
6.850000000000000000e+02,1.679500000000000000e+03,2.615500000000000000e+03,3.559500000000000000e+03,4.127500000000000000e+03
6.780000000000000000e+02,1.680500000000000000e+03,2.568500000000000000e+03,3.568500000000000000e+03,4.136500000000000000e+03
6.850000000000000000e+02,1.663500000000000000e+03,2.567500000000000000e+03,3.583500000000000000e+03,4.135500000000000000e+03
6.790000000000000000e+02,1.681500000000000000e+03,2.601500000000000000e+03,3.585500000000000000e+03,4.137500000000000000e+03
6.630000000000000000e+02,1.699500000000000000e+03,2.603500000000000000e+03,3.563500000000000000e+03,4.131500000000000000e+03
6.630000000000000000e+02,1.708500000000000000e+03,2.604500000000000000e+03,3.548500000000000000e+03,4.116500000000000000e+03
6.385000000000000000e+02,1.762500000000000000e+03,2.610500000000000000e+03,3.530500000000000000e+03,4.122500000000000000e+03
6.285000000000000000e+02,1.792500000000000000e+03,2.600500000000000000e+03,3.480500000000000000e+03,4.128500000000000000e+03
6.370000000000000000e+02,1.768500000000000000e+03,2.568500000000000000e+03,3.488500000000000000e+03,4.104500000000000000e+03
6.290000000000000000e+02,1.760500000000000000e+03,2.520500000000000000e+03,3.472500000000000000e+03,4.104500000000000000e+03
6.370000000000000000e+02,1.736500000000000000e+03,2.496500000000000000e+03,3.488500000000000000e+03,4.104500000000000000e+03
6.130000000000000000e+02,1.787500000000000000e+03,2.507500000000000000e+03,3.427500000000000000e+03,4.107500000000000000e+03
5.980000000000000000e+02,1.812500000000000000e+03,2.532500000000000000e+03,3.412500000000000000e+03,4.092500000000000000e+03
5.510000000000000000e+02,1.255000000000000000e+03,2.242000000000000000e+03,3.462500000000000000e+03,4.037000000000000000e+03
5.570000000000000000e+02,1.316000000000000000e+03,2.264000000000000000e+03,3.468500000000000000e+03,4.058000000000000000e+03
5.580000000000000000e+02,1.382000000000000000e+03,2.279500000000000000e+03,3.469500000000000000e+03,4.072000000000000000e+03
5.510000000000000000e+02,1.406000000000000000e+03,2.281500000000000000e+03,3.444000000000000000e+03,4.096500000000000000e+03
5.735000000000000000e+02,1.390000000000000000e+03,2.290500000000000000e+03,3.470500000000000000e+03,4.089000000000000000e+03
5.580000000000000000e+02,1.431000000000000000e+03,2.312500000000000000e+03,3.474500000000000000e+03,4.101000000000000000e+03
5.495000000000000000e+02,1.437000000000000000e+03,2.310500000000000000e+03,3.466000000000000000e+03,4.133000000000000000e+03
5.510000000000000000e+02,1.464000000000000000e+03,2.338000000000000000e+03,3.476500000000000000e+03,4.159000000000000000e+03
5.425000000000000000e+02,1.410500000000000000e+03,2.333000000000000000e+03,3.489500000000000000e+03,4.144000000000000000e+03
5.585000000000000000e+02,1.383500000000000000e+03,2.297500000000000000e+03,3.463000000000000000e+03,4.126000000000000000e+03
5.335000000000000000e+02,1.365500000000000000e+03,2.297500000000000000e+03,3.470000000000000000e+03,4.148000000000000000e+03
4.840000000000000000e+02,1.310000000000000000e+03,2.299000000000000000e+03,3.487500000000000000e+03,4.151000000000000000e+03
5.335000000000000000e+02,1.341000000000000000e+03,2.289500000000000000e+03,3.477000000000000000e+03,4.149000000000000000e+03
5.485000000000000000e+02,1.405000000000000000e+03,2.312500000000000000e+03,3.493500000000000000e+03,4.188000000000000000e+03
5.910000000000000000e+02,1.430000000000000000e+03,2.327500000000000000e+03,3.496500000000000000e+03,4.195000000000000000e+03
5.670000000000000000e+02,1.422000000000000000e+03,2.319000000000000000e+03,3.475500000000000000e+03,4.185000000000000000e+03
5.745000000000000000e+02,1.391000000000000000e+03,2.321000000000000000e+03,3.490500000000000000e+03,4.167500000000000000e+03
5.975000000000000000e+02,1.365000000000000000e+03,2.302000000000000000e+03,3.496500000000000000e+03,4.139000000000000000e+03
5.885000000000000000e+02,1.365000000000000000e+03,2.278500000000000000e+03,3.472500000000000000e+03,4.131000000000000000e+03
5.885000000000000000e+02,1.365000000000000000e+03,2.272000000000000000e+03,3.468500000000000000e+03,4.127000000000000000e+03
6.070000000000000000e+02,1.423500000000000000e+03,2.288500000000000000e+03,3.475500000000000000e+03,4.134000000000000000e+03
5.885000000000000000e+02,1.452000000000000000e+03,2.316000000000000000e+03,3.495500000000000000e+03,4.130000000000000000e+03
6.045000000000000000e+02,1.406000000000000000e+03,2.296000000000000000e+03,3.481500000000000000e+03,4.096000000000000000e+03
6.145000000000000000e+02,1.455500000000000000e+03,2.288000000000000000e+03,3.448500000000000000e+03,4.095000000000000000e+03
5.970000000000000000e+02,1.460500000000000000e+03,2.302000000000000000e+03,3.455500000000000000e+03,4.095000000000000000e+03
5.825000000000000000e+02,1.445500000000000000e+03,2.302500000000000000e+03,3.464500000000000000e+03,4.083000000000000000e+03
5.825000000000000000e+02,1.445500000000000000e+03,2.310500000000000000e+03,3.473500000000000000e+03,4.068000000000000000e+03
5.485000000000000000e+02,1.475500000000000000e+03,2.331500000000000000e+03,3.500500000000000000e+03,4.075000000000000000e+03
5.485000000000000000e+02,1.444500000000000000e+03,2.308500000000000000e+03,3.493500000000000000e+03,4.048000000000000000e+03
5.485000000000000000e+02,1.429500000000000000e+03,2.311000000000000000e+03,3.505500000000000000e+03,4.051000000000000000e+03
5.425000000000000000e+02,1.438500000000000000e+03,2.287500000000000000e+03,3.474500000000000000e+03,4.013000000000000000e+03
5.270000000000000000e+02,1.389500000000000000e+03,2.278500000000000000e+03,3.483500000000000000e+03,3.997000000000000000e+03
5.180000000000000000e+02,1.382000000000000000e+03,2.288500000000000000e+03,3.500500000000000000e+03,4.008500000000000000e+03
4.935000000000000000e+02,1.437500000000000000e+03,2.295000000000000000e+03,3.513500000000000000e+03,4.011000000000000000e+03
5.020000000000000000e+02,1.454500000000000000e+03,2.295000000000000000e+03,3.498500000000000000e+03,4.020000000000000000e+03
4.845000000000000000e+02,1.413500000000000000e+03,2.287500000000000000e+03,3.506500000000000000e+03,4.022000000000000000e+03
4.840000000000000000e+02,1.342000000000000000e+03,2.299000000000000000e+03,3.503000000000000000e+03,4.038000000000000000e+03
5.020000000000000000e+02,1.374500000000000000e+03,2.297000000000000000e+03,3.484500000000000000e+03,4.044000000000000000e+03
5.170000000000000000e+02,1.373500000000000000e+03,2.287500000000000000e+03,3.469000000000000000e+03,4.052000000000000000e+03
