,TTCL_dot_dot,TTCD_dot_dot,TBCL_dot_dot,TBCD_dot_dot,LA_dot_dot,LPRO_dot_dot,jaw,tongue,shape,apex,lip_ht,lip_pr,jaw_dot,tongue_dot,shape_dot,apex_dot,lip_ht_dot,lip_pr_dot
0,0.598620689655172,0.6858228437034313,0.42647538311053146,0.28889487333729125,0.4583643421563223,0.5256534311076227,0.23625826468739958,0.5080989562738678,0.24160557992679002,0.48007158364631214,0.3289807317199988,0.13191910066843907,0.31651627953533185,0.24070071604376866,0.24094577046796517,0.7114901661619805,0.4809770925844608,0.46879419161155483
1,0.22758620689655173,0.46250957407563503,0.6090642321486798,0.44347523183196924,0.43398157019187333,0.44503745044873116,0.32855779987299766,0.7732890817354078,0.6146918663940286,0.8106379007515683,0.4952153557579576,0.7834070316652662,0.47247881077876186,0.5246860069837074,0.6315535808393643,0.3930517210576099,0.5464903046384973,0.5951444714922663
2,0.4068965517241378,0.5042004078817371,0.6080860776002608,0.4735271997944551,0.4716606874705751,0.4579479565365292,0.25473100268085763,0.3421619225368573,0.30070778019540995,0.3692361948125307,0.731855605493377,0.7088291793367193,0.4985475197492784,0.5097337310574589,0.5929449761125145,0.43698243026236905,0.5050988613917103,0.5791553458965496
3,0.39999999999999986,0.44836634096791755,0.6064558200195631,0.4589270704176382,0.4564273471086202,0.4525784228229998,0.3898631827891567,0.3064266483193004,0.6738969141673303,0.3137176848454782,0.35361511462483325,0.7508175444273169,0.4647605480043194,0.5299065195423067,0.5989901607080782,0.4043783374949412,0.5230114450528668,0.5966240810953019
4,0.37793103448275855,0.48911140044281076,0.6100423866970981,0.5314296593654063,0.4588687316102096,0.46705957044696567,0.5915650965910205,0.5343435807943144,0.7081418852491491,0.39804444482446333,0.4051782895687252,0.14233214843795108,0.4771123120414767,0.5310836465661607,0.6201957798491676,0.41182609450634655,0.5824699089938038,0.5877101994370788
5,0.4055172413793101,0.4753502345103589,0.6080860776002608,0.5096509535962536,0.46864822409397927,0.44466638278976905,0.41439310623555925,0.7089837070466891,0.3065138611870309,0.6335626347131309,0.7082857156879643,0.7646325073843239,0.5189984768880714,0.5782537143581385,0.59495997496591,0.39536005624389203,0.5688412461973366,0.5848395907382504
6,0.3986206896551724,0.41712509953586907,0.6080860776002608,0.35295427782735234,0.47001600627237544,0.44132420447305964,0.5646085470826613,0.3882018614492662,0.2662670572042632,0.5140712913005536,0.26828683623041377,0.4139105839169823,0.4605438908267743,0.5730555734198962,0.6354184893611523,0.38658071790124443,0.5592203145474721,0.6016492587729049
7,0.5641379310344826,0.5190514713468029,0.6080860776002608,0.6122264531428669,0.4766840559467453,0.4235960116979536,0.46897599132622275,0.305306061836248,0.2730199388724561,0.41962411265791605,0.19319930046427786,0.4300678621900779,0.49575161573207494,0.49237396494632946,0.577051708941309,0.42337146136041404,0.571992548221143,0.6211852845807454
8,0.40275862068965507,0.4816932257457538,0.6071079230518422,0.47127972678698815,0.448593206132863,0.4506173883310783,0.3028023519358721,0.514477644858959,0.31443584612272873,0.13699051108220786,0.317367066749726,0.4663533655795705,0.4722162694805586,0.5437803531525754,0.6037240688491063,0.39492346572766696,0.5867652712026237,0.6065385603138146
9,0.3986206896551724,0.501533326804037,0.6090642321486794,0.49470566780746383,0.48505049533121347,0.4251124765214115,0.2632562593904103,0.5503834669844065,0.649214646771601,0.42940886388177285,0.7005741644219069,0.46402922241918704,0.46592489298888895,0.5473363665175298,0.5890614579644975,0.42233412530145686,0.49861776864203133,0.5989974615594851
10,0.40137931034482754,0.441900355570816,0.7988262145418976,0.4789581468734561,0.4831182058631036,0.4793727272188241,0.3522954815679378,0.522544660195881,0.4713206782055245,0.8307075327072716,0.16677715311836042,0.6199322560536988,0.4487343004196937,0.47561470593490696,0.6227564345970474,0.39323312245814596,0.514081149933198,0.553531140835431
11,0.39724137931034476,0.4752059086558085,0.6080860776002608,0.47498606035533125,0.509411605403401,0.4403255697613567,0.17266361579268627,0.4427960006607864,0.7044665232674516,0.28758218778976347,0.4150592725434506,0.5117291218702438,0.4745080580937933,0.528307749869297,0.5989694650643843,0.39035502561798247,0.48549679376743454,0.5944852161874143
12,0.40275862068965507,0.4798292530025113,0.6080860776002608,0.42835673125102686,0.46106396562071117,0.44502855642009426,0.5538953668190835,0.31003318869844415,0.12638921117572588,0.48738313869257993,0.2764833835282056,0.45183676035387726,0.5100144327183898,0.5543906212958872,0.5899318149641162,0.4089462432365793,0.5216298270764644,0.5888310411943197
13,0.40965517241379296,0.4406909845383183,0.6071079230518422,0.46793227580637786,0.45945895732631564,0.4609240522424261,0.6953345180075365,0.7581290255685662,0.4888361910119462,0.4279192055778243,0.4783932066765019,0.31389504877138463,0.4588262965155979,0.5436717829736524,0.6146445845720311,0.4016362444159721,0.5612895910421173,0.6060731310233831
14,0.4055172413793102,0.4740745712989016,0.6080860776002608,0.48876897640431344,0.4835291327706055,0.436205065116368,0.22689198384416345,0.3400679327052348,0.19395035442325623,0.4129638524341891,0.7855378308574292,0.365598899859902,0.45106183933736443,0.5624731169805337,0.5625455082338282,0.3889587550151387,0.531794564154954,0.5886536609231057
15,0.41379310344827575,0.5378824586398161,0.6080860776002608,0.4440253853169309,0.5133140723684068,0.42202561172799563,0.36020173347362355,0.7809277018869317,0.41374942137745674,0.5990113824992671,0.0738992010762613,0.10197732807737432,0.5046111686072604,0.5195478769675903,0.6073897186322057,0.43503158729914027,0.5420403618298391,0.6125260508022261
16,0.39999999999999986,0.47250370748916376,0.6064558200195631,0.4636275141396218,0.42094451853929404,0.49051441963608283,0.39930518340811394,0.16060389899107064,0.6204361438948278,0.2211651353859846,0.38806222815087155,0.43634187002393676,0.5207749104182909,0.5483290298558587,0.6187892634761224,0.4023059920060431,0.5569335862869131,0.5676326540305578
17,0.3972413793103447,0.49275299146905677,0.7805673296380826,0.4526966214895464,0.4906288788072298,0.4537361398642002,0.44711712937113146,0.7089261167026057,0.5642738839008096,0.7272130417822392,0.2303111720509489,0.41018588756352303,0.46547250154968767,0.522268772393775,0.61065665115034,0.40915594722789245,0.539812207953035,0.5717419461008912
18,0.40275862068965507,0.47229134062404626,0.6074339745679815,0.494914644043123,0.4787862330642743,0.4222511467257787,0.2699833102382465,0.8642630562424102,0.7356701773521185,0.8171226522651269,0.4756080945504171,0.7058540268057251,0.46207821439868335,0.5222983311458459,0.5970528674742762,0.414845954933196,0.5456229653244484,0.6051113049794257
