2.033578145264905146e+01,2.200783740356626339e+01,3.055559075702876726e+01,7.472008212437220465e+00,1.555571106957453331e+01,8.559188842773437500e+00,1.525204420089721680e+01
2.155147772380676940e+01,2.349865526892217815e+01,3.237435072995750573e+01,7.144575577863302662e+00,1.403377370299106808e+01,8.559188842773437500e+00,1.537827968597412109e+01
2.095645301498587187e+01,2.311420568924138053e+01,3.210923131556143773e+01,7.037115532546084573e+00,1.374827550114579111e+01,8.628473281860351562e+00,1.504536151885986328e+01
1.987900105450980703e+01,2.179646236031676310e+01,3.050544885722773358e+01,7.328367809701034297e+00,1.509306724233604413e+01,8.628473281860351562e+00,1.524008512496948242e+01
2.038651768948816567e+01,2.238725802468382398e+01,3.098930281689717603e+01,7.450054146488636064e+00,1.459200745805366140e+01,8.890962600708007812e+00,1.513942480087280273e+01
1.972284956729559369e+01,2.268107795075463429e+01,3.296615033663775307e+01,8.141154831923062218e+00,1.321569636224604771e+01,8.545598983764648438e+00,1.527186870574951172e+01
1.867914640628200473e+01,2.207919310281749858e+01,3.316433034342021813e+01,8.898644625446753054e+00,1.327653750190561510e+01,8.388442993164062500e+00,1.532696962356567383e+01
2.076767920961579250e+01,2.456717683619684323e+01,3.599792372889087488e+01,9.250129511939942262e+00,1.124642869968453596e+01,8.706636428833007812e+00,1.520494461059570312e+01
2.150012921076948658e+01,2.524966487354887690e+01,3.653363292046030608e+01,9.405475045993314964e+00,1.093059786449942017e+01,8.026552200317382812e+00,1.541560173034667969e+01
2.162917494001234076e+01,2.611558684354626436e+01,3.844540657624882130e+01,1.038538737028896541e+01,9.728239436719617217e+00,8.026552200317382812e+00,1.541560173034667969e+01
2.205357344212944071e+01,2.660433449298970743e+01,3.901199403921945930e+01,1.028486921352370231e+01,9.257347349656214419e+00,7.081184387207031250e+00,1.554158687591552734e+01
2.213026514694560376e+01,2.669833741743909172e+01,3.912073568460436945e+01,1.026387940588038816e+01,9.167193687745173847e+00,9.202775955200195312e+00,1.525885581970214844e+01
2.117368746236124366e+01,2.624735945772272672e+01,3.903382314291319943e+01,9.896499250035672546e+00,8.401679328651169953e+00,9.202775955200195312e+00,1.456770181655883789e+01
2.117111930149307142e+01,2.602614005531196995e+01,3.881690244601070106e+01,9.868767943047419777e+00,8.986327047903767351e+00,8.941640853881835938e+00,1.466784477233886719e+01
2.148862048882396536e+01,2.644613772672560259e+01,3.917009531955726231e+01,9.952001575089621355e+00,8.504728055585369262e+00,9.182147979736328125e+00,1.457561254501342773e+01
1.928166164378019687e+01,2.415589308691743042e+01,3.692852122321010455e+01,9.967951695487059283e+00,1.017526508814578357e+01,8.618917465209960938e+00,1.472722053527832031e+01
1.804975851942566578e+01,2.268870036518345401e+01,3.523211352344629432e+01,1.026773113372130197e+01,1.159927008001280413e+01,6.310462951660156250e+00,1.503485679626464844e+01
1.618193591301469425e+01,2.057145774488060397e+01,3.300479639921799446e+01,1.046833388591114300e+01,1.339155114988198747e+01,8.089895248413085938e+00,1.483711481094360352e+01
1.689563263436268770e+01,2.217108171421328677e+01,3.568222422217179712e+01,1.117422117076051080e+01,1.147594088151545932e+01,8.089895248413085938e+00,1.469629764556884766e+01
1.727660198473176578e+01,2.262719674899331324e+01,3.620223811235393185e+01,1.108236917460845028e+01,1.103632998601927184e+01,6.113681793212890625e+00,1.508554935455322266e+01
1.735075868649197517e+01,2.269751149215434793e+01,3.625482629499280307e+01,1.110311260284868595e+01,1.100421701582804346e+01,6.134080886840820312e+00,1.542160511016845703e+01
1.667030753280566913e+01,2.188224236059736683e+01,3.532718582255496642e+01,1.126528879220861512e+01,1.178991092981981126e+01,5.959386825561523438e+00,1.514065504074096680e+01
1.624940104681392938e+01,2.178402216381059731e+01,3.567417303178548593e+01,1.186362569389769916e+01,1.169112472173558892e+01,5.959386825561523438e+00,1.491796970367431641e+01
1.617753144462182391e+01,2.171633162322799038e+01,3.562433474709008152e+01,1.184700696436961564e+01,1.172159483582386486e+01,6.279048919677734375e+00,1.488023757934570312e+01
1.574664593898654275e+01,2.157963314117882447e+01,3.569874639917326675e+01,1.164426872314145101e+01,1.123844635303005290e+01,6.279048919677734375e+00,1.488023757934570312e+01
1.703099779049812312e+01,2.311914440081492472e+01,3.743383707324801435e+01,1.134034204377315724e+01,9.766146960478979011e+00,6.279048919677734375e+00,1.455281257629394531e+01
1.757823366754326244e+01,2.324264767643694540e+01,3.699916992830998197e+01,1.056487992313149960e+01,9.886569898392691513e+00,6.385583877563476562e+00,1.453279495239257812e+01
1.692920294404787640e+01,2.249863462398529634e+01,3.641702152162238093e+01,1.040585092917186572e+01,1.048510138271213421e+01,6.063117980957031250e+00,1.526929140090942383e+01
1.442796889058708487e+01,2.049427316159066947e+01,3.535238878499059467e+01,1.157443916743310197e+01,1.162278347683180968e+01,5.829401016235351562e+00,1.535892009735107422e+01
1.441334249177119631e+01,2.047814977876286235e+01,3.534084949436061152e+01,1.157086752408919850e+01,1.162981579625355089e+01,5.824880599975585938e+00,1.515119552612304688e+01
1.249868539546644719e+01,1.877585541792652890e+01,3.423984480638809202e+01,1.210638537839490603e+01,1.262423795770405022e+01,5.577459335327148438e+00,1.524607896804809570e+01
1.249231533477317235e+01,1.877074781859369423e+01,3.423887882314773634e+01,1.210133281813738471e+01,1.262177117513319402e+01,5.573635101318359375e+00,1.524754524230957031e+01
1.272398050999432151e+01,1.935319366548112185e+01,3.510964843873975383e+01,1.291745802079879013e+01,1.220287610314655069e+01,5.774221420288085938e+00,1.517062425613403320e+01
1.195993080907689787e+01,1.850587500419168308e+01,3.432653115919065812e+01,1.291767695292852736e+01,1.281818771568029369e+01,8.021965026855468750e+00,1.489806652069091797e+01
1.102705929107849059e+01,1.707022081597861884e+01,3.261546257224079426e+01,1.332534863116990032e+01,1.456717545837040539e+01,6.262273788452148438e+00,1.513257026672363281e+01
